date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:48:54	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cae033e-4d7%22	https://colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/colorlib/colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://colorlib.com/preview/theme/onemusic/contact.html)
07:48:55	1310558/1310558	---M--	200	added ('OK')	image/gif	etag:%225ba6e175-13ff5e%22	https://colorlib.com/preview/theme/onemusic/img/bg-img/add3.gif	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/img/bg-img/add3.gif	(from https://colorlib.com/preview/theme/onemusic/albums-store.html)
07:48:56	1264/1264	---M--	200	added ('OK')	application/octet-stream	etag:%225ba6e05e-4f0%22	https://colorlib.com/preview/theme/onemusic/fonts/classy.eot?fftrrv	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/classycb9b.eot	(from https://colorlib.com/preview/theme/onemusic/css/classy-nav.css)
07:48:56	236726/236726	---M--	200	added ('OK')	image/jpeg	etag:%225ba6e1a1-39cb6%22	https://colorlib.com/preview/theme/onemusic/img/bg-img/breadcumb.jpg	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/img/bg-img/breadcumb.jpg	(from https://colorlib.com/preview/theme/onemusic/contact.html)
07:48:57	372336/372336	---M--	200	added ('OK')	image/jpeg	etag:%225ba6e1a8-5ae70%22	https://colorlib.com/preview/theme/onemusic/img/bg-img/breadcumb2.jpg	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/img/bg-img/breadcumb2.jpg	(from https://colorlib.com/preview/theme/onemusic/elements.html)
07:48:59	1100/1100	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba6e063-44c%22	https://colorlib.com/preview/theme/onemusic/fonts/classy.ttf?fftrrv	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/classycb9b.ttf	(from https://colorlib.com/preview/theme/onemusic/css/classy-nav.css)
07:48:59	1176/1176	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba6e066-498%22	https://colorlib.com/preview/theme/onemusic/fonts/classy.woff?fftrrv	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/classycb9b.woff	(from https://colorlib.com/preview/theme/onemusic/css/classy-nav.css)
07:49:00	785/785	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba6e061-311%22	https://colorlib.com/preview/theme/onemusic/fonts/classy.svg?fftrrv	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/classycb9b.svg	(from https://colorlib.com/preview/theme/onemusic/css/classy-nav.css)
07:49:00	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Apr%202019%2006:48:59%20GMT	https://colorlib.com/preview/theme/onemusic/css/owl.video.play.png	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/css/owl.video.play.png	(from https://colorlib.com/preview/theme/onemusic/css/owl.carousel.min.css)
07:49:01	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225ba6e081-2876e%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont3e6e.eot	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:03	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225ba6e081-2876e%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfontd41d.eot	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:03	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%225ba6e0ba-12d68%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont3e6e.woff2	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:07	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba6e0a5-286ac%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont3e6e.ttf	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:07	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba6e09c-6c7db%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont3e6e.svg	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:08	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba6e0b3-17ee8%22	https://colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/fontawesome-webfont3e6e.woff	(from https://colorlib.com/preview/theme/onemusic/css/font-awesome.min.css)
07:49:08	48136/48136	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba6e0df-bc08%22	https://colorlib.com/preview/theme/onemusic/fonts/icomoon.ttf?xracs4	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/icomoon5390.ttf	(from https://colorlib.com/preview/theme/onemusic/css/one-music-icon.css)
07:49:08	48300/48300	---M--	200	added ('OK')	application/octet-stream	etag:%225ba6e0c9-bcac%22	https://colorlib.com/preview/theme/onemusic/fonts/icomoon.eot?xracs4	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/icomoon5390.eot	(from https://colorlib.com/preview/theme/onemusic/css/one-music-icon.css)
07:49:09	48212/48212	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba6e0e3-bc54%22	https://colorlib.com/preview/theme/onemusic/fonts/icomoon.woff?xracs4	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/icomoon5390.woff	(from https://colorlib.com/preview/theme/onemusic/css/one-music-icon.css)
07:49:10	194624/194624	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba6e0dc-2f840%22	https://colorlib.com/preview/theme/onemusic/fonts/icomoon.svg?xracs4	C:/My%20Web%20Sites/colorlib/colorlib.com/preview/theme/onemusic/fonts/icomoon5390.svg	(from https://colorlib.com/preview/theme/onemusic/css/one-music-icon.css)
